0.32,0.28,0.208955223881,1
0.32,0.28,0.208955223881,2
0.32,0.28,0.208955223881,4
0.32,0.28,0.208955223881,8
0.32,0.28,0.2,12
0.32,0.28,0.2,13
0.32,0.28,0.2,17
0.32,0.28,0.2,19
0.32,0.28,0.2,21
0.32,0.28,0.2,23
0.3,0.28,0.185074626866,31
0.3,0.28,0.185074626866,32
0.3,0.28,0.185074626866,33
0.3,0.28,0.185074626866,36
0.3,0.28,0.185074626866,40
0.3,0.28,0.185074626866,41
0.3,0.28,0.185074626866,42
0.3,0.28,0.185074626866,47
0.3,0.28,0.185074626866,50
0.3,0.28,0.185074626866,55
0.3,0.28,0.185074626866,59
0.3,0.28,0.185074626866,60
0.3,0.28,0.185074626866,64
0.3,0.28,0.185074626866,68
0.3,0.28,0.185074626866,69
0.3,0.28,0.185074626866,70
0.3,0.28,0.185074626866,73
0.3,0.28,0.185074626866,78
0.3,0.28,0.185074626866,83
0.3,0.28,0.185074626866,86
0.3,0.28,0.185074626866,90
0.3,0.28,0.185074626866,91
0.3,0.28,0.185074626866,97
0.3,0.28,0.185074626866,98
0.3,0.28,0.185074626866,103
0.3,0.28,0.185074626866,104
0.3,0.28,0.185074626866,107
0.3,0.28,0.185074626866,111
0.3,0.28,0.185074626866,115
